Id Venta;Id Prod;Id cliente ;Id territorio;Cod Pago ;Id vendedor ;Fecha Venta;Fecha Entrega;Fecha Pago ;Valor Unidad;Cantidad ;Costos Directos ;Costos Indirectos 
417;5;127;19;103;22;43368;43395;43402;285;57;8122,5;4873,5
418;34;15;6;103;54;43597;43621;43633;720;100;36000;18000
419;44;91;12;102;33;43261;43278;43296;386;98;18914;7565,6
420;86;38;20;106;96;43178;43186;43190;395;49;7742;4645,2
421;33;190;9;102;33;43782;43792;43822;181;45;4072,5;2036,25
422;36;49;4;106;33;43142;43155;43166;243;110;10692;6415,2
423;51;135;20;103;76;43294;43303;43308;325;60;7800;4680
424;93;246;1;106;71;43518;43546;43547;673;88;29612;17767,2
425;39;257;3;101;56;43395;43415;43429;141;24;1353,6;541,44
426;16;232;11;105;21;43188;43210;43237;194;16;1552;931,2
427;74;205;6;106;77;43322;43343;43362;573;92;26358;10543,2
428;72;262;11;106;59;43187;43207;43228;470;73;17155;10293
429;77;78;14;102;61;43264;43278;43296;836;12;4012,8;2407,68
430;54;239;18;102;24;43523;43543;43557;177;97;6867,6;3433,8
431;66;124;6;106;44;43358;43363;43393;881;64;28192;11276,8
432;50;46;14;102;78;43613;43633;43634;95;21;997,5;598,5
433;81;181;1;106;87;43180;43181;43197;596;70;16688;6675,2
434;51;175;15;102;75;43741;43752;43777;445;90;16020;8010
435;2;92;13;102;47;43760;43775;43798;754;60;18096;10857,6
436;58;280;10;106;101;43469;43471;43486;374;38;7106;3553
437;86;189;4;102;82;43690;43693;43717;495;100;24750;14850
438;64;147;9;102;104;43729;43733;43759;187;116;8676,8;5206,08
439;17;130;11;105;1;43806;43836;43843;698;66;18427,2;7370,88
440;85;8;6;101;24;43200;43222;43245;308;20;2464;985,6
441;28;235;10;106;84;43630;43640;43650;618;38;9393,6;4696,8
442;89;210;9;103;33;43558;43583;43596;359;12;2154;1077
443;18;21;8;104;18;43789;43790;43814;272;11;1196,8;718,08
444;33;212;10;103;44;43313;43343;43363;634;7;2219;887,6
445;45;101;4;102;69;43496;43522;43551;268;82;10988;5494
446;61;54;1;105;43;43653;43680;43701;775;112;34720;13888
447;46;247;10;105;9;43230;43237;43246;840;68;28560;11424
448;33;279;7;104;84;43702;43709;43735;996;45;22410;8964
449;25;285;11;101;75;43489;43516;43540;253;19;1922,8;961,4
450;14;109;6;105;3;43144;43173;43174;232;78;7238,4;4343,04
451;77;227;11;106;47;43607;43636;43656;275;76;8360;5016
452;83;98;20;104;31;43285;43307;43329;459;80;14688;8812,8
453;6;43;4;103;20;43542;43562;43571;853;103;43929,5;21964,75
454;18;94;20;106;22;43391;43398;43412;679;5;1697,5;848,75
455;52;286;5;102;26;43744;43762;43779;87;28;974,4;584,64
456;46;225;12;104;76;43188;43200;43202;506;80;20240;12144
457;65;274;6;105;25;43530;43532;43549;356;98;17444;6977,6
458;1;31;14;103;83;43363;43381;43409;476;3;571,2;285,6
459;41;146;3;106;78;43610;43627;43649;872;94;40984;24590,4
460;63;242;12;104;4;43139;43145;43154;626;35;8764;5258,4
461;58;293;7;102;59;43456;43466;43470;169;91;6151,6;3690,96
462;91;134;20;104;100;43740;43746;43767;291;29;3375,6;2025,36
463;43;133;7;104;23;43475;43501;43501;676;114;30825,6;15412,8
464;96;316;4;105;49;43326;43352;43375;599;5;1198;718,8
465;39;81;10;106;91;43450;43465;43468;387;107;20704,5;8281,8
466;70;249;9;101;7;43326;43341;43371;13;106;689;413,4
467;59;139;3;104;95;43818;43826;43832;954;13;6201;3720,6
468;10;170;1;102;44;43388;43412;43419;725;74;26825;16095
469;41;126;9;105;74;43700;43716;43738;473;13;2459,6;1229,8
470;85;238;14;103;93;43220;43237;43245;15;100;750;375
471;51;190;13;105;77;43469;43497;43506;574;22;6314;3157
472;55;3;15;106;32;43744;43751;43772;212;120;12720;5088
473;22;82;9;105;37;43788;43813;43826;983;8;3145,6;1887,36
474;46;57;13;106;33;43480;43484;43486;966;73;35259;21155,4
475;54;110;14;101;104;43205;43234;43257;409;42;8589;5153,4
476;34;302;2;101;80;43723;43743;43755;178;40;2848;1139,2
477;46;159;16;102;89;43258;43283;43302;648;119;38556;15422,4
478;57;236;13;104;20;43262;43289;43289;260;14;1456;728
479;3;273;1;103;46;43127;43153;43178;382;89;13599,2;8159,52
480;43;148;8;106;101;43559;43580;43584;536;28;6003,2;3001,6
481;69;239;8;103;34;43547;43547;43560;752;100;37600;18800
482;23;126;18;106;13;43233;43262;43287;870;112;48720;19488
483;93;159;8;104;87;43263;43291;43301;12;12;57,6;23,04
484;85;66;2;106;29;43388;43414;43421;75;22;825;495
485;23;164;18;106;24;43477;43487;43488;74;67;2479;1487,4
486;29;267;7;105;68;43111;43115;43122;652;66;17212,8;6885,12
487;22;279;2;101;57;43358;43363;43373;805;35;14087,5;7043,75
488;76;246;16;101;32;43184;43209;43216;126;50;2520;1008
489;66;126;20;102;48;43350;43370;43385;151;89;5375,6;3225,36
490;35;62;18;103;20;43744;43749;43778;872;36;15696;7848
491;15;265;10;103;20;43521;43543;43571;98;32;1254,4;627,2
492;31;54;14;102;72;43576;43603;43622;182;25;1820;728
493;3;292;2;106;70;43305;43316;43330;569;48;10924,8;4369,92
494;16;175;15;102;18;43261;43279;43296;66;108;2851,2;1425,6
495;38;161;14;103;60;43176;43192;43212;839;16;5369,6;2684,8
496;80;237;12;103;5;43633;43647;43651;183;49;4483,5;1793,4
497;44;284;6;101;46;43341;43346;43369;194;7;679;407,4
498;77;157;14;104;52;43240;43255;43276;123;58;2853,6;1141,44
499;94;69;5;101;78;43259;43261;43278;957;95;45457,5;18183
500;88;36;4;105;82;43316;43318;43324;677;54;14623,2;7311,6
501;21;260;17;103;86;43672;43697;43716;52;28;582,4;232,96
502;41;56;18;101;19;43770;43773;43797;220;76;8360;3344
503;4;98;19;105;66;43622;43633;43651;512;34;8704;3481,6
504;50;213;5;104;78;43534;43550;43567;516;104;26832;10732,8
505;36;14;5;106;22;43748;43749;43767;360;23;4140;2070
506;49;166;5;101;85;43453;43474;43476;55;73;2007,5;803
507;91;204;17;102;98;43267;43280;43307;922;52;19177,6;9588,8
508;79;70;10;104;73;43370;43397;43400;600;119;28560;17136
509;72;11;9;103;9;43309;43319;43321;151;58;4379;2189,5
510;64;105;18;102;29;43723;43750;43763;567;18;5103;3061,8
511;31;140;19;102;12;43804;43827;43849;865;41;14186;7093
512;6;120;3;105;33;43521;43522;43549;667;40;13340;5336
513;26;269;15;101;30;43381;43405;43405;735;79;23226;9290,4
514;12;299;16;105;36;43171;43193;43204;385;68;13090;6545
515;17;133;7;102;19;43606;43630;43640;222;58;5150,4;2060,16
516;52;270;4;102;2;43320;43324;43344;553;92;20350,4;12210,24
517;93;223;8;106;8;43127;43149;43161;145;101;7322,5;3661,25
518;35;19;9;101;12;43184;43187;43201;278;62;6894,4;4136,64
519;24;181;9;105;95;43204;43218;43234;973;84;32692,8;16346,4
520;74;332;10;105;23;43532;43558;43565;327;60;9810;5886
521;20;69;3;104;103;43137;43166;43196;984;50;24600;14760
522;27;17;19;106;90;43581;43602;43631;910;52;18928;11356,8
523;50;327;10;102;74;43363;43393;43403;140;96;5376;2150,4
524;12;43;19;104;34;43678;43680;43683;556;36;10008;4003,2
525;46;34;11;101;70;43527;43547;43561;370;49;9065;5439
526;17;188;6;102;51;43266;43282;43299;479;107;20501,2;10250,6
527;57;121;1;106;67;43719;43744;43747;424;80;16960;8480
528;32;140;15;103;78;43101;43118;43122;343;85;14577,5;5831
529;47;296;5;101;27;43795;43809;43825;875;24;10500;6300
530;88;140;4;106;101;43666;43689;43708;296;5;592;236,8
531;90;77;17;102;105;43174;43184;43199;737;32;9433,6;5660,16
532;26;109;6;102;100;43573;43595;43620;277;117;12963,6;6481,8
533;36;7;8;105;22;43152;43153;43162;454;110;24970;12485
534;41;111;3;101;89;43481;43485;43514;710;75;26625;10650
535;68;147;15;105;46;43243;43247;43247;599;11;3294,5;1647,25
536;46;292;19;103;46;43725;43747;43759;384;101;15513,6;7756,8
537;74;72;2;101;40;43213;43222;43222;297;80;11880;4752
538;29;8;15;106;54;43815;43837;43840;924;3;1108,8;554,4
539;89;278;13;101;90;43304;43327;43339;656;24;7872;3148,8
540;38;47;20;101;11;43370;43370;43398;690;66;18216;7286,4
541;41;26;6;105;56;43405;43405;43414;577;12;3462;1384,8
542;71;225;1;102;74;43258;43264;43280;351;56;9828;3931,2
543;23;291;1;104;93;43538;43546;43563;146;48;3504;1401,6
544;81;132;17;105;94;43544;43574;43592;497;65;16152,5;6461
545;38;174;14;106;105;43212;43224;43232;316;65;10270;6162
546;6;303;17;106;62;43542;43570;43599;621;104;32292;12916,8
547;61;297;4;104;2;43636;43660;43689;883;67;23664,4;11832,2
548;75;155;8;105;80;43170;43170;43187;267;96;12816;5126,4
549;36;273;5;105;31;43645;43662;43662;772;52;16057,6;8028,8
550;90;160;19;105;81;43575;43578;43585;157;118;7410,4;4446,24
551;2;162;18;104;74;43742;43761;43777;153;105;8032,5;4016,25
552;37;197;17;102;95;43169;43182;43210;761;27;8218,8;4109,4
553;38;269;4;105;1;43761;43789;43819;310;29;3596;1798
554;67;204;9;103;64;43448;43452;43457;599;22;5271,2;2635,6
555;52;44;12;105;54;43701;43703;43706;105;47;1974;987
556;46;297;5;103;105;43600;43618;43636;579;82;18991,2;9495,6
557;65;236;18;102;38;43447;43467;43497;607;112;33992;16996
558;13;47;17;105;102;43218;43223;43242;326;107;13952,8;5581,12
559;33;203;5;104;76;43810;43812;43840;72;70;2016;1209,6
560;89;192;18;103;1;43371;43379;43404;288;10;1440;576
561;8;310;15;103;6;43114;43143;43150;245;104;12740;7644
562;23;209;12;105;83;43414;43431;43442;619;64;19808;11884,8
563;24;301;17;103;72;43669;43698;43721;152;14;1064;532
564;42;241;3;103;13;43536;43552;43567;79;62;2449;1469,4
565;26;284;20;105;28;43464;43474;43480;752;77;28952;11580,8
566;34;245;13;105;54;43579;43602;43608;509;116;29522;11808,8
567;59;266;11;106;12;43466;43476;43489;451;36;6494,4;2597,76
568;46;230;15;102;30;43300;43323;43353;937;90;42165;21082,5
569;58;108;13;102;73;43202;43223;43242;896;58;25984;12992
570;11;211;4;103;3;43822;43845;43870;579;1;289,5;115,8
571;33;293;11;105;95;43123;43148;43166;916;18;6595,2;3957,12
572;87;63;17;101;26;43396;43403;43415;800;81;32400;16200
573;73;278;14;104;81;43234;43258;43270;512;16;4096;1638,4
574;87;68;10;102;44;43377;43387;43403;406;68;11043,2;5521,6
575;20;140;12;101;59;43745;43767;43774;981;69;27075,6;10830,24
576;96;37;1;103;1;43145;43156;43173;434;107;23219;9287,6
577;7;70;1;106;27;43435;43457;43482;138;16;883,2;529,92
578;16;319;20;106;49;43596;43618;43632;414;68;11260,8;4504,32
579;30;19;1;105;83;43265;43290;43318;615;54;16605;8302,5
580;23;50;8;101;72;43747;43760;43790;815;108;44010;26406
581;22;303;8;103;93;43424;43429;43446;115;22;1265;759
582;15;125;3;106;79;43322;43322;43324;978;106;41467,2;24880,32
583;69;98;11;101;27;43662;43688;43717;608;104;25292,8;10117,12
584;29;299;8;102;56;43790;43800;43824;891;66;29403;17641,8
585;47;250;3;105;81;43446;43462;43487;930;104;48360;19344
586;21;76;4;101;105;43473;43479;43483;222;26;2886;1731,6
587;51;27;12;103;88;43285;43299;43312;324;48;6220,8;3732,48
588;77;267;19;105;53;43686;43714;43741;58;39;904,8;452,4
589;30;52;4;102;37;43672;43684;43689;77;78;2402,4;1201,2
590;1;144;2;105;23;43791;43815;43818;790;103;32548;16274
591;19;117;11;106;72;43296;43312;43329;111;102;5661;2264,4
592;33;227;6;102;94;43743;43747;43749;271;68;7371,2;4422,72
593;1;86;11;104;86;43378;43393;43409;144;13;748,8;299,52
594;27;9;15;106;70;43206;43214;43229;146;43;2511,2;1004,48
595;74;59;12;106;19;43312;43327;43349;431;4;689,6;275,84
596;82;163;9;103;103;43553;43556;43569;15;77;462;184,8
597;29;242;12;104;46;43365;43365;43388;759;90;27324;10929,6
598;32;246;7;105;81;43778;43778;43808;729;16;5832;3499,2
599;70;35;18;102;65;43571;43583;43610;480;39;7488;2995,2
600;28;264;3;105;23;43244;43263;43264;787;107;33683,6;16841,8
601;12;69;6;101;10;43799;43825;43832;124;2;124;62
602;25;335;12;102;49;43441;43463;43469;208;66;5491,2;3294,72
603;89;162;10;105;67;43605;43628;43639;609;40;9744;3897,6
604;34;292;1;102;31;43433;43460;43474;217;89;9656,5;3862,6
605;61;326;15;105;61;43524;43540;43559;75;38;1140;456
606;5;331;16;101;55;43800;43810;43817;635;51;12954;5181,6
607;81;102;8;101;66;43441;43467;43467;865;114;39444;15777,6
608;10;166;19;105;92;43776;43800;43813;972;100;38880;15552
609;63;247;6;102;63;43202;43211;43236;530;6;1590;636
610;80;30;7;101;15;43427;43454;43470;478;56;10707,2;5353,6
611;39;257;16;102;35;43490;43514;43533;197;29;2285,2;914,08
612;29;127;19;104;97;43722;43751;43770;305;62;7564;3025,6
613;14;40;18;101;1;43585;43591;43608;871;114;49647;29788,2
614;86;286;10;101;35;43782;43800;43815;16;118;944;472
615;5;231;3;101;72;43111;43123;43148;116;85;4930;2958
616;1;197;11;102;2;43408;43423;43446;339;56;7593,6;3037,44
617;22;219;4;104;45;43110;43116;43125;470;99;23265;9306
618;35;303;13;105;70;43275;43298;43310;411;27;4438,8;1775,52
619;65;39;2;103;30;43680;43708;43715;487;19;3701,2;2220,72
620;28;159;10;104;30;43502;43527;43532;213;13;1107,6;664,56
621;26;54;1;103;74;43653;43679;43692;773;56;17315,2;8657,6
622;61;231;16;104;92;43762;43767;43782;118;19;1121;672,6
623;70;42;20;106;40;43415;43418;43447;660;90;23760;14256
624;71;99;2;101;23;43544;43573;43603;713;48;17112;8556
625;4;289;14;101;87;43531;43557;43566;14;22;123,2;61,6
626;47;24;4;104;4;43378;43396;43411;369;9;1660,5;664,2
627;15;262;5;102;15;43207;43235;43245;174;93;6472,8;3236,4
628;27;298;18;106;60;43543;43545;43560;603;4;1206;482,4
629;77;132;6;101;2;43779;43799;43818;546;107;29211;14605,5
630;76;94;6;106;52;43253;43274;43296;430;16;3440;1720
631;91;13;18;101;55;43500;43507;43528;665;2;532;212,8
632;18;63;1;101;83;43428;43447;43476;699;115;32154;16077
633;96;19;11;106;20;43810;43836;43847;15;47;352,5;211,5
634;21;210;16;105;46;43282;43309;43337;525;52;10920;5460
635;42;9;12;106;58;43374;43389;43400;687;86;29541;14770,5
636;48;126;7;106;10;43476;43495;43522;899;87;31285,2;12514,08
637;27;235;6;104;47;43363;43365;43380;674;71;23927;11963,5
638;58;22;1;104;79;43818;43818;43838;892;89;31755,2;15877,6
639;1;255;20;104;88;43363;43391;43395;361;35;5054;2021,6
640;23;130;12;101;15;43263;43270;43278;646;59;19057;9528,5
641;8;318;12;102;45;43309;43314;43344;826;82;27092,8;10837,12
642;65;65;10;104;45;43663;43680;43706;582;31;9021;4510,5
643;23;117;17;104;66;43749;43772;43780;516;66;13622,4;6811,2
644;43;286;1;103;104;43743;43753;43758;33;64;844,8;422,4
645;20;267;14;105;67;43539;43566;43576;806;30;12090;4836
646;60;334;20;104;84;43501;43504;43521;330;18;2376;950,4
647;96;62;4;105;105;43698;43712;43722;389;6;1167;700,2
648;66;231;8;103;68;43115;43133;43138;498;63;15687;6274,8
649;5;207;13;101;93;43542;43565;43593;29;15;217,5;87
650;54;45;2;101;103;43499;43513;43522;514;91;18709,6;11225,76
651;47;329;2;101;18;43586;43587;43613;971;32;15536;7768
652;56;270;10;104;80;43253;43283;43283;538;63;16947;10168,2
653;95;129;2;101;57;43350;43360;43365;922;100;36880;14752
654;63;130;15;106;49;43428;43452;43470;859;37;15891,5;9534,9
655;92;123;18;104;71;43497;43505;43517;351;29;4071,6;1628,64
656;87;140;5;106;104;43746;43755;43783;219;52;5694;3416,4
657;61;257;5;105;101;43237;43255;43273;174;22;1914;1148,4
658;91;283;16;102;31;43743;43747;43774;823;120;39504;23702,4
659;3;318;10;106;99;43504;43512;43532;268;10;1340;536
660;63;188;9;104;85;43470;43499;43527;646;45;11628;5814
661;34;143;20;101;40;43203;43222;43228;835;43;17952,5;7181
662;24;131;8;102;90;43132;43156;43178;413;33;6814,5;4088,7
663;8;88;7;101;42;43597;43604;43619;484;107;25894;15536,4
664;8;331;14;106;49;43145;43153;43177;619;52;16094;6437,6
665;42;129;10;105;101;43809;43825;43846;855;58;24795;9918
666;25;315;18;101;37;43459;43466;43472;525;99;20790;10395
667;42;215;20;105;26;43737;43760;43783;690;107;29532;11812,8
668;4;130;11;102;48;43571;43586;43601;447;58;10370,4;4148,16
669;6;291;12;102;76;43741;43756;43774;472;83;19588;7835,2
670;77;275;18;103;37;43311;43333;43351;896;80;28672;11468,8
671;47;332;4;106;52;43139;43154;43178;293;35;5127,5;2051
672;60;142;4;106;97;43609;43609;43619;183;31;2269,2;1134,6
673;84;139;1;106;6;43144;43168;43173;571;117;26722,8;16033,68
674;34;129;13;104;72;43664;43693;43723;808;25;10100;4040
675;42;240;4;103;49;43265;43276;43304;935;89;33286;16643
676;90;170;19;101;57;43235;43244;43263;261;88;11484;4593,6
677;5;57;13;105;54;43308;43314;43330;130;70;3640;1820
678;47;44;4;101;43;43746;43772;43786;611;50;15275;6110
679;76;332;9;104;57;43126;43146;43149;924;49;18110,4;10866,24
680;46;205;10;103;103;43823;43829;43855;305;100;15250;7625
681;24;164;8;106;36;43318;43332;43336;257;48;6168;3700,8
682;70;310;4;103;7;43312;43324;43347;602;38;11438;4575,2
683;53;283;11;104;100;43195;43204;43222;968;25;9680;3872
684;61;178;20;106;70;43665;43692;43697;475;57;13537,5;5415
685;84;297;19;104;86;43200;43227;43228;266;17;2261;1130,5
686;69;201;5;101;11;43807;43819;43824;152;119;9044;5426,4
687;6;212;13;102;21;43745;43752;43766;508;95;19304;11582,4
688;18;312;8;103;13;43123;43149;43179;670;64;17152;8576
689;87;18;7;105;79;43809;43832;43851;291;59;8584,5;4292,25
690;34;140;9;106;89;43244;43259;43271;264;17;2244;1346,4
691;68;284;20;103;2;43229;43246;43269;980;9;4410;2646
692;84;10;3;101;95;43511;43512;43513;959;32;12275,2;4910,08
693;23;72;17;101;39;43734;43736;43757;549;29;6368,4;2547,36
694;67;71;11;106;17;43747;43748;43774;318;40;6360;3180
695;36;214;1;102;59;43462;43466;43487;620;59;14632;5852,8
696;57;248;7;104;61;43130;43140;43168;131;11;576,4;288,2
697;86;63;4;101;17;43818;43831;43832;705;117;41242,5;24745,5
698;90;41;12;101;40;43309;43317;43317;257;36;3700,8;1480,32
699;3;3;11;102;61;43313;43338;43353;260;77;10010;4004
700;30;37;2;104;67;43414;43414;43424;79;13;410,8;164,32
701;6;275;19;102;59;43205;43233;43237;615;118;29028;17416,8
702;70;161;12;104;104;43592;43602;43611;892;99;44154;22077
703;58;26;5;105;82;43519;43546;43570;358;57;8162,4;4081,2
704;84;86;8;103;34;43126;43133;43160;344;112;15411,2;6164,48
705;43;257;14;102;92;43111;43118;43145;670;24;6432;3859,2
706;1;122;17;105;40;43263;43275;43302;337;107;18029,5;10817,7
707;66;104;18;101;78;43291;43294;43297;117;100;4680;1872
708;44;319;16;105;39;43627;43650;43650;812;64;25984;15590,4
709;77;97;3;102;10;43412;43437;43466;297;110;13068;6534
710;17;128;19;104;83;43359;43379;43399;854;60;25620;12810
711;53;237;6;102;58;43422;43442;43452;107;95;4066;2439,6
712;49;144;20;105;13;43459;43477;43477;312;11;1372,8;686,4
713;62;6;9;101;31;43213;43238;43256;461;19;4379,5;1751,8
714;58;10;14;103;91;43750;43764;43787;482;65;15665;9399
715;79;79;15;105;55;43616;43617;43620;735;111;40792,5;24475,5
716;51;182;9;102;64;43681;43686;43688;160;48;3072;1843,2
717;42;132;19;102;27;43688;43701;43703;627;2;501,6;200,64
718;4;116;13;102;35;43809;43816;43841;573;109;24982,8;14989,68
719;84;315;11;103;53;43211;43231;43255;941;27;10162,8;4065,12
720;47;232;11;102;60;43160;43187;43190;166;93;6175,2;3087,6
721;18;326;6;105;83;43188;43202;43206;814;115;37444;14977,6
722;33;108;14;105;13;43608;43610;43638;988;84;41496;20748
723;5;118;2;105;59;43669;43686;43711;377;4;603,2;301,6
724;80;135;12;106;79;43536;43548;43566;22;53;466,4;233,2
725;5;112;9;106;100;43596;43599;43601;847;10;4235;2541
726;69;220;6;106;65;43293;43303;43321;212;77;8162;4081
727;51;303;14;104;2;43283;43308;43325;82;113;3706,4;1482,56
728;1;231;17;106;35;43584;43593;43610;923;69;25474,8;10189,92
729;20;311;8;103;31;43474;43489;43505;336;6;806,4;483,84
730;21;314;7;102;53;43107;43128;43155;132;118;6230,4;3738,24
731;69;195;8;104;95;43729;43729;43729;324;26;3369,6;2021,76
732;41;282;11;102;2;43668;43691;43701;703;111;31213,2;15606,6
733;70;188;19;105;33;43544;43559;43561;122;69;3367,2;1683,6
734;59;327;3;101;104;43453;43469;43482;828;55;22770;9108
735;54;289;10;103;1;43802;43813;43839;853;27;9212,4;5527,44
736;64;81;12;104;50;43544;43553;43558;87;16;696;348
737;52;233;1;106;18;43168;43198;43213;224;55;6160;3696
738;34;80;6;104;26;43212;43222;43226;530;75;19875;9937,5
739;53;8;7;105;97;43181;43199;43209;903;82;37023;14809,2
740;33;182;16;102;28;43681;43696;43726;128;59;3020,8;1510,4
741;46;208;7;102;31;43323;43335;43355;369;43;7933,5;4760,1
742;92;18;6;106;27;43434;43439;43448;972;65;31590;12636
743;19;235;15;101;78;43612;43630;43645;371;98;14543,2;7271,6
744;14;317;10;103;18;43320;43335;43349;407;112;18233,6;9116,8
745;89;258;4;105;29;43625;43639;43668;290;24;3480;2088
746;27;33;8;104;42;43448;43454;43459;841;54;18165,6;9082,8
747;10;27;6;102;48;43351;43360;43386;215;75;6450;3870
748;4;332;3;103;78;43141;43160;43173;537;35;7518;3007,2
749;77;13;1;103;89;43183;43185;43185;313;105;13146;6573
750;68;254;14;101;92;43593;43623;43642;372;44;6547,2;3928,32
751;50;133;14;101;90;43646;43657;43685;428;66;14124;7062
752;58;51;11;105;49;43284;43294;43317;501;17;3406,8;2044,08
753;6;274;19;105;104;43765;43785;43796;881;57;25108,5;12554,25
754;20;313;6;103;17;43609;43635;43640;366;74;10833,6;5416,8
755;19;289;17;101;67;43686;43698;43713;477;9;2146,5;1073,25
756;38;255;13;103;16;43201;43217;43236;895;106;37948;18974
757;1;14;13;101;39;43525;43528;43554;867;7;2427,6;1456,56
758;1;90;3;103;38;43374;43380;43382;196;54;4233,6;2116,8
759;65;49;14;103;104;43266;43271;43298;480;99;23760;11880
760;3;147;12;106;48;43625;43642;43649;335;27;4522,5;2713,5
761;90;305;16;105;84;43632;43659;43660;994;80;39760;15904
762;2;258;19;104;30;43511;43512;43517;264;115;12144;6072
763;23;138;12;101;100;43194;43204;43225;770;44;16940;8470
764;31;173;10;101;36;43311;43330;43343;834;7;2335,2;1401,12
765;71;236;19;103;45;43782;43789;43793;434;74;12846,4;5138,56
766;68;226;13;104;5;43651;43664;43685;336;65;10920;5460
767;29;301;15;103;103;43225;43233;43255;171;49;3351,6;1675,8
768;6;44;13;103;38;43255;43284;43295;611;73;22301,5;8920,6
769;17;96;15;102;88;43370;43393;43417;133;45;2394;1197
770;86;56;5;105;64;43315;43325;43348;71;8;227,2;136,32
771;38;104;18;101;85;43640;43665;43681;879;42;18459;9229,5
772;48;44;19;105;48;43732;43738;43763;455;46;8372;5023,2
773;90;288;15;104;14;43546;43571;43589;103;115;5922,5;3553,5
774;58;282;2;103;56;43441;43453;43475;947;56;26516;13258
775;19;28;4;101;73;43703;43704;43725;134;39;2090,4;836,16
776;51;330;2;101;68;43797;43815;43834;618;108;26697,6;13348,8
777;83;318;7;103;97;43767;43791;43803;804;32;12864;5145,6
778;52;252;8;104;41;43434;43460;43483;261;39;5089,5;2035,8
779;19;44;2;101;16;43249;43269;43293;542;43;9322,4;4661,2
780;69;206;4;105;2;43201;43224;43240;678;34;9220,8;3688,32
781;19;9;13;106;84;43255;43285;43304;78;7;218,4;109,2
782;90;22;3;105;5;43156;43177;43202;773;19;7343,5;4406,1
783;55;137;8;103;42;43675;43703;43724;654;38;9940,8;5964,48
784;39;119;1;103;4;43703;43717;43727;894;64;28608;17164,8
785;75;23;6;101;103;43260;43273;43296;780;118;36816;14726,4
786;4;91;13;101;61;43500;43513;43523;661;107;28290,8;14145,4
787;74;124;20;101;95;43555;43555;43573;49;91;1783,6;1070,16
788;47;157;20;103;39;43588;43615;43622;335;78;13065;6532,5
789;35;140;7;102;35;43651;43653;43666;761;50;15220;7610
790;51;198;9;103;31;43409;43428;43458;755;12;4530;1812
791;31;238;19;103;70;43510;43526;43556;281;17;1910,8;1146,48
792;39;253;7;106;15;43322;43328;43355;914;77;28151,2;16890,72
793;17;168;10;105;70;43163;43176;43196;488;26;5075,2;2537,6
794;8;66;6;104;90;43708;43730;43747;346;82;11348,8;6809,28
795;66;91;16;104;36;43613;43642;43652;380;77;14630;5852
796;39;311;11;103;104;43116;43146;43158;259;51;6604,5;3962,7
797;2;243;5;106;70;43672;43680;43690;515;106;27295;16377
798;41;140;19;101;40;43367;43391;43404;292;107;15622;7811
799;67;169;19;104;36;43548;43577;43587;584;79;18454,4;11072,64
800;70;315;3;102;51;43140;43144;43161;268;114;15276;9165,6
801;46;257;19;103;31;43755;43785;43786;166;67;5561;2224,4
802;2;133;1;101;39;43710;43740;43766;472;31;7316;4389,6
803;15;214;9;102;72;43101;43116;43139;660;42;13860;8316
804;89;329;5;105;25;43632;43653;43683;666;84;22377,6;11188,8
805;2;327;16;106;78;43489;43505;43511;89;110;4895;1958
806;15;16;5;104;23;43458;43468;43492;797;80;31880;12752
807;33;52;9;103;87;43387;43407;43412;198;61;6039;3623,4
808;71;147;11;102;30;43729;43735;43756;264;8;844,8;337,92
809;25;201;3;105;38;43121;43146;43160;664;50;16600;9960
810;14;114;7;106;38;43400;43413;43428;188;97;9118;4559
811;69;64;13;105;25;43365;43395;43418;463;51;9445,2;5667,12
812;40;164;11;103;77;43161;43168;43173;739;70;20692;8276,8
813;22;215;20;102;13;43662;43675;43680;717;22;7887;4732,2
814;11;41;3;103;80;43118;43127;43154;437;60;13110;7866
815;78;18;10;101;47;43717;43737;43748;641;93;23845,2;9538,08
816;70;228;19;104;64;43818;43848;43860;599;102;24439,2;12219,6
817;73;266;20;104;26;43252;43260;43271;531;22;4672,8;1869,12
818;46;287;14;106;6;43518;43533;43563;78;34;1326;530,4
819;89;288;15;105;16;43763;43782;43797;523;66;17259;6903,6
820;18;213;1;106;68;43772;43799;43801;59;87;2566,5;1539,9
821;4;129;13;102;51;43216;43231;43242;819;6;1965,6;1179,36
822;68;149;11;102;30;43160;43179;43204;539;109;23500,4;9400,16
823;67;326;5;104;34;43716;43721;43736;622;56;13932,8;5573,12
824;16;23;2;106;34;43684;43697;43698;344;77;10595,2;5297,6
825;27;100;2;105;38;43133;43155;43168;921;100;46050;23025
826;92;216;1;103;50;43128;43132;43156;235;44;4136;2481,6
827;92;57;14;102;29;43257;43287;43316;565;67;18927,5;11356,5
828;77;74;1;102;65;43134;43144;43156;400;88;17600;10560
829;78;46;6;101;4;43663;43693;43710;878;80;35120;21072
830;92;59;15;106;64;43755;43780;43787;501;5;1002;601,2
831;21;75;2;105;99;43449;43460;43490;409;94;19223;9611,5
832;76;169;19;106;62;43393;43396;43403;200;92;7360;2944
833;21;268;8;106;28;43653;43658;43675;356;80;14240;5696
834;4;324;3;102;2;43659;43686;43693;670;93;24924;9969,6
835;79;126;7;101;51;43447;43466;43469;776;21;6518,4;2607,36
836;12;214;7;105;79;43336;43366;43380;163;37;2412,4;1447,44
